feature_name,X,Y,Z,coord,val,strike,dip,gx,gy,gz,intrusion_contact_type,intrusion_side,intrusion_anisotropy
fault_3f,520985.97,5243863.61,170,0,0,,,,,,,,
fault_3f,520878.46,5242392.15,178,0,0,,,,,,,,
fault_3f,521073.31,5241505.25,192,0,0,,,,,,,,
fault_3f,520912.06,5241968.86,198,0,0,,,,,,,,
fault_3f,520912.06,5241968.86,198,1,0,,,,,,,,
fault_3f,521496.61,5239919.57,199,0,0,,,,,,,,
fault_3f,521194.26,5240410.05,209,0,0,,,,,,,,
fault_3f,520959.09,5243561.26,219,0,0,,,,,,,,
fault_3f,521031.72,5240982.8,273,0,0,,,,,,,,
fault_3f,520912.06,5242909.51,283,0,0,,,,,,,,
fault_3f,520938.94,5243285.78,287,0,0,,,,,,,,
fault_3f,520912.06,5241968.86,198,0,,,,0.98,0.1,0.17,,,
fault_3f,520912.06,5241968.86,198,1,,,,0.17,0.02,-0.98,,,
fault_4a,533776.18,5262254.63,50,0,0,,,,,,,,
fault_4a,533868.49,5262089.13,56,0,0,,,,,,,,
fault_4a,531744.79,5264930.64,71,0,0,,,,,,,,
fault_4a,534079.56,5261674.63,73,0,0,,,,,,,,
fault_4a,534745.88,5260301.12,74,0,0,,,,,,,,
fault_4a,534548.81,5260654.12,80,0,0,,,,,,,,
fault_4a,534474.12,5260932.12,84,0,0,,,,,,,,
fault_4a,531995.58,5264775.97,86,0,0,,,,,,,,
fault_4a,534374.37,5261162.62,86,0,0,,,,,,,,
fault_4a,532574.75,5264280.34,89,0,0,,,,,,,,
fault_4a,532892.18,5263754.08,89,0,0,,,,,,,,
fault_4a,532282.38,5264581.06,93,0,0,,,,,,,,
fault_4a,532463.37,5264416.78,93,0,0,,,,,,,,
fault_4a,533112.73,5263304.64,93,0,0,,,,,,,,
fault_4a,533112.73,5263304.64,93,1,0,,,,,,,,
fault_4a,530776,5265978.85,117,0,0,,,,,,,,
fault_4a,533484.05,5262673.63,122,0,0,,,,,,,,
fault_4a,533297.99,5262952.64,131,0,0,,,,,,,,
fault_4a,529863.5,5266784.66,153,0,0,,,,,,,,
fault_4a,529584.25,5267126.04,169,0,0,,,,,,,,
fault_4a,533112.73,5263304.64,93,0,,,,0.85,0.49,0.17,,,
fault_4a,533112.73,5263304.64,93,1,,,,0.15,0.09,-0.98,,,
fault_4b,539289.61,5250133.83,17,0,0,,,,,,,,
fault_4b,539159.74,5250494.84,44,0,0,,,,,,,,
fault_4b,536181.86,5257617.05,45,0,0,,,,,,,,
fault_4b,536289.28,5257291.71,45,0,0,,,,,,,,
fault_4b,539120.12,5250719.36,50,0,0,,,,,,,,
fault_4b,536407.44,5257010.5,53,0,0,,,,,,,,
fault_4b,539001.25,5251007.72,59,0,0,,,,,,,,
fault_4b,536448.88,5256898.48,60,0,0,,,,,,,,
fault_4b,538895.59,5251269.67,62,0,0,,,,,,,,
fault_4b,538814.15,5251454.57,67,0,0,,,,,,,,
fault_4b,536054.49,5257973.84,68,0,0,,,,,,,,
fault_4b,536524.07,5256732.74,69,0,0,,,,,,,,
fault_4b,538785.53,5251549.23,69,0,0,,,,,,,,
fault_4b,535775.19,5258787.17,71,0,0,,,,,,,,
fault_4b,535816.63,5258658.26,76,0,0,,,,,,,,
fault_4b,538748.11,5251657.09,77,0,0,,,,,,,,
fault_4b,538666.67,5251824.38,79,0,0,,,,,,,,
fault_4b,535911.77,5258426.54,80,0,0,,,,,,,,
fault_4b,536699.78,5256365.21,80,0,0,,,,,,,,
fault_4b,538390.12,5253218.93,84,0,0,,,,,,,,
fault_4b,538345.62,5253111.51,87,0,0,,,,,,,,
fault_4b,537417.97,5255508.14,91,0,0,,,,,,,,
fault_4b,537417.97,5255508.14,91,1,0,,,,,,,,
fault_4b,536008.45,5258115.02,94,0,0,,,,,,,,
fault_4b,538431.56,5253327.88,95,0,0,,,,,,,,
fault_4b,538324.9,5253057.03,96,0,0,,,,,,,,
fault_4b,537676.54,5255301.36,97,0,0,,,,,,,,
fault_4b,538466.85,5253518.17,97,0,0,,,,,,,,
fault_4b,538472.99,5253430.7,98,0,0,,,,,,,,
fault_4b,537091.1,5255857.26,99,0,0,,,,,,,,
fault_4b,538449.97,5253624.06,101,0,0,,,,,,,,
fault_4b,537249.16,5255673.11,102,0,0,,,,,,,,
fault_4b,536623.82,5256508.69,103,0,0,,,,,,,,
fault_4b,538347.16,5254100.55,103,0,0,,,,,,,,
fault_4b,537984.23,5254997.9,104,0,0,,,,,,,,
fault_4b,535956.27,5258276.15,105,0,0,,,,,,,,
fault_4b,537576.8,5255368.88,105,0,0,,,,,,,,
fault_4b,537803.91,5255204.68,107,0,0,,,,,,,,
fault_4b,538036.4,5254899.68,111,0,0,,,,,,,,
fault_4b,536877.79,5256139.63,112,0,0,,,,,,,,
fault_4b,538340.88,5252445.13,114,0,0,,,,,,,,
fault_4b,538214.41,5252749.73,120,0,0,,,,,,,,
fault_4b,538201.82,5252741.46,120,0,0,,,,,,,,
fault_4b,538071.7,5254810.68,123,0,0,,,,,,,,
fault_4b,538293.45,5254255.54,128,0,0,,,,,,,,
fault_4b,538157.64,5254623.46,129,0,0,,,,,,,,
fault_4b,538202.14,5254506.83,134,0,0,,,,,,,,
fault_4b,537417.97,5255508.14,91,0,,,,0.7,0.7,0.17,,,
fault_4b,537417.97,5255508.14,91,1,,,,0.12,0.12,-0.98,,,
pi_fault_1,520337.88,5246602.95,409,0,0,,,,,,,,
pi_fault_1,519844.86,5246331.78,443,0,0,,,,,,,,
pi_fault_1,517433.98,5245779.6,498,0,0,,,,,,,,
pi_fault_1,517591.75,5245769.74,571,0,0,,,,,,,,
pi_fault_1,519544.12,5246208.53,582,0,0,,,,,,,,
pi_fault_1,517981.24,5245833.83,699,0,0,,,,,,,,
pi_fault_1,518464.4,5245883.13,700,0,0,,,,,,,,
pi_fault_1,518883.47,5245986.67,722,0,0,,,,,,,,
pi_fault_1,518883.47,5245986.67,722,1,0,,,,,,,,
pi_fault_1,518883.47,5245986.67,722,0,,,,0.5,-0.86,0,,,
pi_fault_1,518883.47,5245986.67,722,1,,,,0,0,-1,,,
pi_fault_2,516003.02,5241650.33,150,0,0,,,,,,,,
pi_fault_2,521898.72,5245117.99,156,0,0,,,,,,,,
pi_fault_2,516054.88,5241798.48,162,0,0,,,,,,,,
pi_fault_2,515509.17,5240578.67,166,0,0,,,,,,,,
pi_fault_2,515775.85,5241033.01,175,0,0,,,,,,,,
pi_fault_2,516106.73,5241993.55,193,0,0,,,,,,,,
pi_fault_2,516287.7,5242473.06,200,0,0,,,,,,,,
pi_fault_2,516530.93,5242966.09,200,0,0,,,,,,,,
pi_fault_2,516240.07,5242359.01,202,0,0,,,,,,,,
pi_fault_2,516190.69,5242203.44,209,0,0,,,,,,,,
pi_fault_2,515094.33,5239818.13,216,0,0,,,,,,,,
pi_fault_2,516741.28,5243399.95,220,0,0,,,,,,,,
pi_fault_2,516741.28,5243399.95,220,1,0,,,,,,,,
pi_fault_2,516938.49,5243689.19,241,0,0,,,,,,,,
pi_fault_2,517175.14,5244017.87,276,0,0,,,,,,,,
pi_fault_2,517352.63,5244215.08,290,0,0,,,,,,,,
pi_fault_2,517477.53,5244326.83,301,0,0,,,,,,,,
pi_fault_2,517628.72,5244418.86,327,0,0,,,,,,,,
pi_fault_2,519719.14,5244977.62,389,0,0,,,,,,,,
pi_fault_2,517977.13,5244517.46,396,0,0,,,,,,,,
pi_fault_2,519324.72,5244846.14,397,0,0,,,,,,,,
pi_fault_2,518325.53,5244616.07,433,0,0,,,,,,,,
pi_fault_2,520583.48,5245117.99,453,0,0,,,,,,,,
pi_fault_2,516741.28,5243399.95,220,0,,,,0.67,-0.72,0.17,,,
pi_fault_2,516741.28,5243399.95,220,1,,,,0.12,-0.13,-0.98,,,
Sill_1,524747.99,5249797.81,143,,,,,,,,floor,,Tasmanian Basin
Sill_1,524242.52,5253503.32,151,,,,,,,,floor,,Tasmanian Basin
Sill_1,524250.52,5253359.32,161,,,,,,,,floor,,Tasmanian Basin
Sill_1,514697.09,5241457.47,184,,,,,,,,floor,,Tasmanian Basin
Sill_1,524315.23,5252834.82,199,,,,,,,,floor,,Tasmanian Basin
Sill_1,524672.61,5249601.31,211,,,,,,,,floor,,Tasmanian Basin
Sill_1,515162.45,5243061.01,220,,,,,,,,floor,,Tasmanian Basin
Sill_1,515293.64,5243246.01,225,,,,,,,,floor,,Tasmanian Basin
Sill_1,524468.3,5249408.81,227,,,,,,,,floor,,Tasmanian Basin
Sill_1,515040.52,5243368.51,239,,,,,,,,floor,,Tasmanian Basin
Sill_1,515529.02,5243309.02,252,,,,,,,,floor,,Tasmanian Basin
Sill_1,523926.84,5248770.81,254,,,,,,,,floor,,Tasmanian Basin
Sill_1,523442.85,5248818.32,260,,,,,,,,floor,,Tasmanian Basin
Sill_1,522529.8,5248560.32,278,,,,,,,,floor,,Tasmanian Basin
Sill_1,523252.16,5248854.82,286,,,,,,,,floor,,Tasmanian Basin
Sill_1,515796.3,5243376.03,290,,,,,,,,floor,,Tasmanian Basin
Sill_1,516093.59,5243600.54,295,,,,,,,,floor,,Tasmanian Basin
Sill_1,522273,5247648.82,302,,,,,,,,floor,,Tasmanian Basin
Sill_1,523191.38,5248869.32,305,,,,,,,,floor,,Tasmanian Basin
Sill_1,523786,5248782.32,308,,,,,,,,floor,,Tasmanian Basin
Sill_1,521868.13,5247238.82,329,,,,,,,,floor,,Tasmanian Basin
Sill_1,517111.47,5244646.56,330,,,,,,,,floor,,Tasmanian Basin
Sill_1,521819.44,5247379.32,340,,,,,,,,floor,,Tasmanian Basin
Sill_1,522272.59,5248356.32,340,,,,,,,,floor,,Tasmanian Basin
Sill_1,522593.02,5248413.32,353,,,,,,,,floor,,Tasmanian Basin
Sill_1,522783.58,5248495.82,356,,,,,,,,floor,,Tasmanian Basin
Sill_1,522976.23,5248504.82,364,,,,,,,,floor,,Tasmanian Basin
Sill_1,522819.45,5248430.82,387,,,,,,,,floor,,Tasmanian Basin
Sill_1,525614.8314,5260168.831,48,,,,,,,,floor,,
Sill_1,513172.82,5243130.47,342,,,,,,,,lateral,TRUE,
Sill_1,513209.55,5243707.97,460,,,,,,,,lateral,TRUE,
Sill_1,512422.59,5250302.63,637,,,,,,,,lateral,TRUE,
Sill_1_frame,524786.15,5259768.44,0,2,0,,,,,,,,
Sill_1_frame,528696.6,5252068.49,0,2,0,,,,,,,,
Sill_1_frame,530833.24,5247875.85,0,2,0,,,,,,,,
Sill_1_frame,532969.87,5244005.71,0,2,0,,,,,,,,
Sill_1_frame,526680.91,5255978.93,2,2,0,,,,,,,,
Sill_1_frame,522891.4,5263437,4,2,0,,,,,,,,
Sill_1_frame,518856,5248409,1155,1,0,275.9,,,,,,,
Sill_1_frame,524786.15,5259768.44,0,2,,,,0.94,0.29,0,,,
Sill_1_frame,528696.6,5252068.49,0,2,,,,0.94,0.29,0,,,
Sill_1_frame,530833.24,5247875.85,0,2,,,,0.94,0.29,0,,,
Sill_1_frame,532969.87,5244005.71,0,2,,,,0.94,0.29,0,,,
Sill_1_frame,526680.91,5255978.93,2,2,,,,0.94,0.29,0,,,
Sill_1_frame,522891.4,5263437,4,2,,,,0.94,0.29,0,,,
Sill_1_frame,523143,5261081,8,1,,318.7,,-0.66,0.75,0,,,
Sill_1_frame,525033,5257611,28,1,,115,,-0.91,0.42,0,,,
Sill_1_frame,524580,5258793,32,1,,118.4,,-0.88,0.48,0,,,
Sill_1_frame,527226,5253291,34,1,,339.1,,-0.36,0.93,0,,,
Sill_1_frame,525712,5254548,95,1,,147.5,,-0.54,0.84,0,,,
Sill_1_frame,526370,5254237,115,1,,126.3,,-0.81,0.59,0,,,
Sill_1_frame,516369,5254252,727,1,,228.8,,0.75,0.66,0,,,
Sill_1_frame,519299,5251383,1001,1,,181.9,,0.03,1,0,,,
Sill_1_frame,519422,5250241,1071,1,,137.9,,-0.67,0.74,0,,,
Sill_1_frame,512222,5252891,1111,1,,318.9,,-0.66,0.75,0,,,
Sill_1_frame,518856,5248409,1155,1,,275.9,,-0.99,0.1,0,,,
Sill_1_frame,519037,5249616,1261,1,,126.3,,-0.81,0.59,0,,,
Sill_1_frame,519236,5250594,1264,1,,129.7,,-0.77,0.64,0,,,
Sill_2,525894.85,5242595.3,10,,,,,,,,floor,,Tasmanian Basin
Sill_2,525771.92,5242996.31,14,,,,,,,,floor,,Tasmanian Basin
Sill_2,525725.67,5243042.31,17,,,,,,,,floor,,Tasmanian Basin
Sill_2,525664.61,5243071.31,19,,,,,,,,floor,,Tasmanian Basin
Sill_2,526322.91,5242293.79,40,,,,,,,,floor,,Tasmanian Basin
Sill_2,534851.31,5259279.85,60,,,,,,,,floor,,Tasmanian Basin
Sill_2,534778.43,5259104.35,65,,,,,,,,floor,,Tasmanian Basin
Sill_2,534704,5259685.36,76,,,,,,,,floor,,Tasmanian Basin
Sill_2,534010.79,5258503.84,80,,,,,,,,floor,,Tasmanian Basin
Sill_2,528618.29,5246563.31,92,,,,,,,,floor,,Tasmanian Basin
Sill_2,526962.78,5242172.29,96,,,,,,,,floor,,Tasmanian Basin
Sill_2,534716.62,5259838.86,100,,,,,,,,floor,,Tasmanian Basin
Sill_2,527476.95,5243398.31,101,,,,,,,,floor,,Tasmanian Basin
Sill_2,526730.28,5242301.29,103,,,,,,,,floor,,Tasmanian Basin
Sill_2,534677.75,5259952.86,104,,,,,,,,floor,,Tasmanian Basin
Sill_2,528483.1,5246612.81,111,,,,,,,,floor,,Tasmanian Basin
Sill_2,528454.16,5246549.81,121,,,,,,,,floor,,Tasmanian Basin
Sill_2,527034.04,5242388.79,124,,,,,,,,floor,,Tasmanian Basin
Sill_2,527138.31,5243230.81,124,,,,,,,,floor,,Tasmanian Basin
Sill_2,527355.82,5243288.81,124,,,,,,,,floor,,Tasmanian Basin
Sill_2,527040.1,5242495.3,132,,,,,,,,floor,,Tasmanian Basin
Sill_2,526943.42,5242700.3,147,,,,,,,,floor,,Tasmanian Basin
Sill_2,533849.67,5258700.34,149,,,,,,,,floor,,Tasmanian Basin
Sill_2,533985.61,5258878.84,169,,,,,,,,floor,,Tasmanian Basin
Sill_2,538141.32,5251814.2,171,,,,,,,,floor,,Tasmanian Basin
Sill_2,528900.29,5247480.3,182,,,,,,,,floor,,Tasmanian Basin
Sill_2,538266.25,5251546.71,223,,,,,,,,floor,,Tasmanian Basin
Sill_2,538287.94,5251134.21,229,,,,,,,,floor,,Tasmanian Basin
Sill_2,537489.11,5254246.25,275,,,,,,,,floor,,Tasmanian Basin
Sill_2,525614.8314,5260168.831,48,,,,,,,,floor,,
Sill_2,513172.82,5243130.47,342,,,,,,,,lateral,TRUE,
Sill_2,513209.55,5243707.97,460,,,,,,,,lateral,TRUE,
Sill_2,512422.59,5250302.63,637,,,,,,,,lateral,TRUE,
Sill_2_frame,524786.15,5259768.44,0,2,0,,,,,,,,
Sill_2_frame,528696.6,5252068.49,0,2,0,,,,,,,,
Sill_2_frame,530833.24,5247875.85,0,2,0,,,,,,,,
Sill_2_frame,532969.87,5244005.71,0,2,0,,,,,,,,
Sill_2_frame,526680.91,5255978.93,2,2,0,,,,,,,,
Sill_2_frame,522891.4,5263437,4,2,0,,,,,,,,
Sill_2_frame,519592,5245707,483,1,0,306.7,,,,,,,
Sill_2_frame,524786.15,5259768.44,0,2,,,,0.94,0.29,0,,,
Sill_2_frame,528696.6,5252068.49,0,2,,,,0.94,0.29,0,,,
Sill_2_frame,530833.24,5247875.85,0,2,,,,0.94,0.29,0,,,
Sill_2_frame,532969.87,5244005.71,0,2,,,,0.94,0.29,0,,,
Sill_2_frame,533427,5248162,0,1,,188.7,,0.15,0.99,0,,,
Sill_2_frame,526680.91,5255978.93,2,2,,,,0.94,0.29,0,,,
Sill_2_frame,522891.4,5263437,4,2,,,,0.94,0.29,0,,,
Sill_2_frame,532980,5251400,4,1,,168.2,,-0.2,0.98,0,,,
Sill_2_frame,525517,5247416,48,1,,262.9,,0.99,0.12,0,,,
Sill_2_frame,524972,5247929,203,1,,311.6,,-0.75,0.66,0,,,
Sill_2_frame,528023,5247416,346,1,,174.5,,-0.1,1,0,,,
Sill_2_frame,519592,5245707,483,1,,306.7,,-0.8,0.6,0,,,
Sill_3,513172.82,5243130.47,342,,,,,,,,lateral,TRUE,
Sill_3,513209.55,5243707.97,460,,,,,,,,lateral,TRUE,
Sill_3,512422.59,5250302.63,637,,,,,,,,lateral,TRUE,
Sill_3,526707.2,5240694.28,2,,,,,,,,roof,,Tasmanian Basin
Sill_3,526886.51,5240288.27,5,,,,,,,,roof,,Tasmanian Basin
Sill_3,538527.63,5247796.27,32,,,,,,,,roof,,Tasmanian Basin
Sill_3,538811.25,5246558.76,56,,,,,,,,roof,,Tasmanian Basin
Sill_3,539008.88,5246896.76,82,,,,,,,,roof,,Tasmanian Basin
Sill_3,538786.07,5247618.76,92,,,,,,,,roof,,Tasmanian Basin
Sill_3,531101.67,5264466.88,117,,,,,,,,roof,,Tasmanian Basin
Sill_3,523576.54,5244938.33,210,,,,,,,,roof,,Tasmanian Basin
Sill_3,523686.03,5244994.33,219,,,,,,,,roof,,Tasmanian Basin
Sill_3,517864.57,5241510.53,224,,,,,,,,roof,,Tasmanian Basin
Sill_3,516770.33,5242527.04,227,,,,,,,,roof,,Tasmanian Basin
Sill_3,518723.09,5241343.03,239,,,,,,,,roof,,Tasmanian Basin
Sill_3,516668.2,5242704.04,241,,,,,,,,roof,,Tasmanian Basin
Sill_3,518922.28,5241553.54,246,,,,,,,,roof,,Tasmanian Basin
Sill_3,517867.92,5242589.55,250,,,,,,,,roof,,Tasmanian Basin
Sill_3,517988.64,5242910.05,260,,,,,,,,roof,,Tasmanian Basin
Sill_3,518971.37,5240883.53,264,,,,,,,,roof,,Tasmanian Basin
Sill_3,518860.88,5242214.55,267,,,,,,,,roof,,Tasmanian Basin
Sill_3,519600.9,5241585.05,267,,,,,,,,roof,,Tasmanian Basin
Sill_3,520167.53,5242172.3,280,,,,,,,,roof,,Tasmanian Basin
Sill_3,520635.11,5241753.3,285,,,,,,,,roof,,Tasmanian Basin
Sill_3,519492.29,5243057.06,286,,,,,,,,roof,,Tasmanian Basin
Sill_3,525191.9451,5261587.041,440,,,,,,,,roof,,
Sill_3_frame,524786.15,5259768.44,0,2,0,,,,,,,,
Sill_3_frame,528696.6,5252068.49,0,2,0,,,,,,,,
Sill_3_frame,530833.24,5247875.85,0,2,0,,,,,,,,
Sill_3_frame,532969.87,5244005.71,0,2,0,,,,,,,,
Sill_3_frame,526680.91,5255978.93,2,2,0,,,,,,,,
Sill_3_frame,522891.4,5263437,4,2,0,,,,,,,,
Sill_3_frame,516563,5242900,219,1,0,104.1,,,,,,,
Sill_3_frame,524786.15,5259768.44,0,2,,,,0.94,0.29,0,,,
Sill_3_frame,528696.6,5252068.49,0,2,,,,0.94,0.29,0,,,
Sill_3_frame,530833.24,5247875.85,0,2,,,,0.94,0.29,0,,,
Sill_3_frame,532969.87,5244005.71,0,2,,,,0.94,0.29,0,,,
Sill_3_frame,526680.91,5255978.93,2,2,,,,0.94,0.29,0,,,
